ens	symbol	length	weight
33979	ENSG00000224541	AP001439.1	17733	0
33980	ENSG00000273492	AP000229.1	46510	0
33981	ENSG00000286902	AP001595.2	3383	1
33982	ENSG00000229025	AP001595.1	854	0
33983	ENSG00000232692	AP001596.1	93146	0
33984	ENSG00000197934	CYYR1-AS1	175617	0
33985	ENSG00000273115	AP001596.2	311	0
33986	ENSG00000166265	CYYR1	107077	1
33987	ENSG00000154734	ADAMTS1	9654	1
33988	ENSG00000223563	AP001599.1	50366	0
33989	ENSG00000154736	ADAMTS5	49166	1
33990	ENSG00000231236	AP001605.1	89694	0
33991	ENSG00000236332	AP001604.1	34666	0
33992	ENSG00000234052	LINC01673	36411	0
33993	ENSG00000225298	LINC00113	28854	0
33994	ENSG00000234083	AJ006995.1	30373	0
33995	ENSG00000178457	LINC00314	9870	0
33996	ENSG00000232079	LINC01697	89207	1
33997	ENSG00000236532	LINC01695	112573	0
33998	ENSG00000232855	AF165147.1	346110	0
33999	ENSG00000226935	LINC00161	1037	0
34000	ENSG00000156239	N6AMT1	13180	1
34001	ENSG00000198862	LTN1	64812	1
34002	ENSG00000156253	RWDD2B	14976	1
34003	ENSG00000273254	AF129075.2	635	0
34004	ENSG00000156256	USP16	29859	0.5
34005	ENSG00000156261	CCT8	17992	0
34006	ENSG00000231125	AF129075.1	2022	1
34007	ENSG00000286018	AF129075.3	922	1
34008	ENSG00000156265	MAP3K7CL	98418	1
34009	ENSG00000224649	AF124730.1	5768	0
34010	ENSG00000215533	LINC00189	94725	1
34011	ENSG00000156273	BACH1	436680	1
34012	ENSG00000248476	BACH1-IT1	10260	1
34013	ENSG00000273017	AP000240.1	451	1
34014	ENSG00000232118	BACH1-AS1	6320	0
34015	ENSG00000228817	BACH1-IT2	3212	0
34016	ENSG00000234293	BACH1-IT3	4339	1
34017	ENSG00000171189	GRIK1	403100	1
34018	ENSG00000273464	AP000238.1	425	0
34019	ENSG00000174680	GRIK1-AS1	15827	0
34020	ENSG00000259981	AF096876.1	8119	0
34021	ENSG00000156282	CLDN17	1240	1
34022	ENSG00000227342	LINC00307	2632	0
34023	ENSG00000156284	CLDN8	2091	1
34024	ENSG00000188694	KRTAP24-1	1641	1
34025	ENSG00000232263	KRTAP25-1	369	1
34026	ENSG00000197683	KRTAP26-1	1191	1
34027	ENSG00000206107	KRTAP27-1	681	1
34028	ENSG00000186980	KRTAP23-1	210	1
34029	ENSG00000182816	KRTAP13-2	881	1
34030	ENSG00000198390	KRTAP13-1	791	1
34031	ENSG00000240432	KRTAP13-3	703	1
34032	ENSG00000186971	KRTAP13-4	796	1
34033	ENSG00000186970	KRTAP15-1	670	1
34034	ENSG00000184351	KRTAP19-1	661	1
34035	ENSG00000186965	KRTAP19-2	393	1
34036	ENSG00000244025	KRTAP19-3	551	1
34037	ENSG00000186967	KRTAP19-4	341	1
34038	ENSG00000186977	KRTAP19-5	484	1
34039	ENSG00000186925	KRTAP19-6	329	1
34040	ENSG00000244362	KRTAP19-7	439	1
34041	ENSG00000206106	KRTAP22-2	292	1
34042	ENSG00000212938	KRTAP6-3	635	1
34043	ENSG00000186930	KRTAP6-2	312	1
34044	ENSG00000186924	KRTAP22-1	295	1
34045	ENSG00000184724	KRTAP6-1	499	1
34046	ENSG00000244624	KRTAP20-1	274	1
34047	ENSG00000206105	KRTAP20-4	223	0
34048	ENSG00000184032	KRTAP20-2	413	1
34049	ENSG00000206104	KRTAP20-3	272	1
34050	ENSG00000231068	KRTAP21-3	252	1
34051	ENSG00000187026	KRTAP21-2	465	1
34052	ENSG00000187005	KRTAP21-1	413	1
34053	ENSG00000183640	KRTAP8-1	577	1
34054	ENSG00000274749	KRTAP7-1	720	1
34055	ENSG00000182591	KRTAP11-1	936	1
34056	ENSG00000206102	KRTAP19-8	317	1
34057	ENSG00000156299	TIAM1	441561	1
34058	ENSG00000286643	AP000248.1	11421	1
34059	ENSG00000237594	AP000251.1	1242	0
34060	ENSG00000234509	AP000253.1	5907	0
34061	ENSG00000142168	SOD1	9309	0
34062	ENSG00000273271	AP000254.2	519	0
34063	ENSG00000156304	SCAF4	61118	0.5
34064	ENSG00000273091	AP000255.1	675	0
34065	ENSG00000142149	HUNK	171613	1
34066	ENSG00000237138	HUNK-AS1	816	0
34067	ENSG00000230323	LINC00159	117497	0
34068	ENSG00000261610	AP000265.1	1781	0
34069	ENSG00000159055	MIS18A	10821	1
34070	ENSG00000227256	MIS18A-AS1	3125	0
34071	ENSG00000170262	MRAP	22971	1
34072	ENSG00000232623	AP000266.1	2273	0
34073	ENSG00000142207	URB1	81994	1
34074	ENSG00000256073	URB1-AS1	830	0
34075	ENSG00000166979	EVA1C	103391	1
34076	ENSG00000242220	TCP10L	15135	1
34077	ENSG00000159079	CFAP298	20524	0.5
34078	ENSG00000159082	SYNJ1	99289	1
34079	ENSG00000238197	PAXBP1-AS1	18968	0
34080	ENSG00000159086	PAXBP1	37893	0.5
34081	ENSG00000205930	C21orf62-AS1	183337	0
34082	ENSG00000205929	C21orf62	23070	1
34083	ENSG00000232360	AP000281.2	5567	0
34084	ENSG00000227757	AP000282.1	157455	0
34085	ENSG00000228961	LINC01690	1678	0
34086	ENSG00000205927	OLIG2	3261	1
34087	ENSG00000232539	LINC00945	7154	0
34088	ENSG00000184221	OLIG1	2272	1
34089	ENSG00000226527	AP000289.1	12858	0
34090	ENSG00000226433	AP000290.1	6496	0
34091	ENSG00000229086	LINC01548	5840	0
34092	ENSG00000159110	IFNAR2	35774	1
34093	ENSG00000223799	IL10RB-DT	2387	0
34094	ENSG00000243646	IL10RB	43820	1
34095	ENSG00000142166	IFNAR1	35435	0.5
34096	ENSG00000159128	IFNGR2	76452	1
34097	ENSG00000142188	TMEM50B	47489	0.5
34098	ENSG00000231355	AP000302.1	1759	0
34099	ENSG00000177692	DNAJC28	6190	0
34100	ENSG00000159131	GART	39560	0.5
34101	ENSG00000159140	SON	34476	0.5
34102	ENSG00000159147	DONSON	29164	1
34103	ENSG00000205758	CRYZL1	54585	1
34104	ENSG00000205726	ITSN1	257461	1
34105	ENSG00000241837	ATP5PO	12361	0
34106	ENSG00000237945	LINC00649	62157	0
34107	ENSG00000273102	AP000569.1	1472	0
34108	ENSG00000243927	MRPS6	69810	0
34109	ENSG00000198743	SLC5A3	32682	1
34110	ENSG00000227456	LINC00310	32520	0
34111	ENSG00000214955	AP000317.1	119979	0
34112	ENSG00000225555	AP000320.1	22265	0
34113	ENSG00000159197	KCNE2	7365	1
34114	ENSG00000205670	SMIM11A	41481	1
34115	ENSG00000222018	FAM243A	960	1
34116	ENSG00000273104	AP000322.2	387	0
34117	ENSG00000243627	SMIM34A	5251	1
34118	ENSG00000272958	AP000322.1	509	0
34119	ENSG00000180509	KCNE1	65522	1
34120	ENSG00000159200	RCAN1	101971	0.5
34121	ENSG00000159212	CLIC6	48838	1
34122	ENSG00000230978	LINC00160	13397	0
34123	ENSG00000234380	LINC01426	39129	0
34124	ENSG00000159216	RUNX1	1216866	1
34125	ENSG00000286153	AP000331.1	48596	1
34126	ENSG00000234703	AF015262.1	2584	0
34127	ENSG00000230794	AF015720.1	19803	0
34128	ENSG00000231106	LINC01436	2500	0
34129	ENSG00000185917	SETD4	44848	1
34130	ENSG00000236677	AP000688.4	3976	0
34131	ENSG00000230212	AP000688.1	56998	1
34132	ENSG00000159228	CBR1	3225	1
34133	ENSG00000236119	AP000688.3	7555	0
34134	ENSG00000233393	AP000688.2	4809	0
34135	ENSG00000236830	CBR3-AS1	44048	1
34136	ENSG00000159231	CBR3	11483	1
34137	ENSG00000142197	DOP1B	137492	1
34138	ENSG00000273199	AP000692.2	878	0
34139	ENSG00000159256	MORC3	65959	1
34140	ENSG00000228107	AP000692.1	1410	1
34141	ENSG00000159259	CHAF1B	33623	1
34142	ENSG00000230479	AP000695.1	50710	0
34143	ENSG00000233818	AP000695.2	86677	0
34144	ENSG00000159261	CLDN14	115948	1
34145	ENSG00000286517	AP000696.2	16575	1
34146	ENSG00000286852	AP000696.3	1057	1
34147	ENSG00000231324	AP000696.1	4352	0
34148	ENSG00000224269	AP000697.1	2791	0
34149	ENSG00000159263	SIM2	50802	1
34150	ENSG00000159267	HLCS	239348	1
34151	ENSG00000237646	HLCS-IT1	2300	1
34152	ENSG00000224790	AP000704.1	8703	0
34153	ENSG00000183145	RIPPLY3	13512	1
34154	ENSG00000185808	PIGP	14000	0.5
34155	ENSG00000182670	TTC3	129886	1
34156	ENSG00000270116	AP001429.1	529	1
34157	ENSG00000228677	TTC3-AS1	6260	0
34158	ENSG00000230366	DSCR9	13233	0
34159	ENSG00000242553	AP001432.1	16325	0
34160	ENSG00000157538	VPS26C	44499	0.5
34161	ENSG00000272948	AP001412.1	713	0
34162	ENSG00000287637	AP001437.2	29476	1
34163	ENSG00000273210	AP001437.1	455	0
34164	ENSG00000157540	DYRK1A	160785	1
34165	ENSG00000286717	AP001407.1	67519	1
34166	ENSG00000157542	KCNJ6	513972	1
34167	ENSG00000233213	KCNJ6-AS1	2467	1
34168	ENSG00000184029	DSCR4	169935	0
34169	ENSG00000223608	DSCR4-IT1	4074	1
34170	ENSG00000198054	DSCR8	35060	0
34171	ENSG00000157551	KCNJ15	151808	1
34172	ENSG00000233316	DSCR10	2488	1
34173	ENSG00000226012	AP001434.1	984	0
34174	ENSG00000231231	LINC01423	9786	0
34175	ENSG00000157554	ERG	281753	1
34176	ENSG00000287470	AP001037.1	39774	1
34177	ENSG00000223806	LINC00114	13570	0
34178	ENSG00000157557	ETS2	19772	1
34179	ENSG00000205622	AP001042.1	143589	0
34180	ENSG00000229986	AP001042.2	2397	0
34181	ENSG00000287082	AP001042.3	1322	1
34182	ENSG00000229925	AP001043.1	15133	0
34183	ENSG00000232837	LINC01700	3345	0
34184	ENSG00000235888	AF064858.1	74325	0
34185	ENSG00000237609	AF064858.2	592	0
34186	ENSG00000183527	PSMG1	8719	1
34187	ENSG00000185658	BRWD1	137383	1
34188	ENSG00000272991	AF129408.1	430	0
34189	ENSG00000237373	BRWD1-IT1	2712	1
34190	ENSG00000255568	BRWD1-AS2	1027	0
34191	ENSG00000238141	BRWD1-AS1	7511	0
34192	ENSG00000205581	HMGN1	7332	1
34193	ENSG00000182093	GET1	50830	0.5
34194	ENSG00000157578	LCA5L	39961	1
34195	ENSG00000185437	SH3BGR	69651	1
34196	ENSG00000183778	B3GALT5	116695	1
34197	ENSG00000184809	B3GALT5-AS1	15763	0
34198	ENSG00000225330	AF064860.1	95814	1
34199	ENSG00000231713	AF064860.2	2925	0
34200	ENSG00000183067	IGSF5	56689	1
34201	ENSG00000183036	PCP4	61959	1
34202	ENSG00000171587	DSCAM	836159	1
34203	ENSG00000235123	DSCAM-AS1	2275	0
34204	ENSG00000233756	DSCAM-IT1	15389	1
34205	ENSG00000288069	AF064866.1	18570	1
34206	ENSG00000286425	AL773573.1	30118	1
34207	ENSG00000226496	LINC00323	6705	0
34208	ENSG00000182240	BACE2	114729	1
34209	ENSG00000280109	PLAC4	11557	1
34210	ENSG00000224388	BACE2-IT1	529	0
34211	ENSG00000183844	FAM3B	53515	1
34212	ENSG00000183486	MX2	47394	1
34213	ENSG00000157601	MX1	38910	1
34214	ENSG00000228318	AP001610.2	4652	0
34215	ENSG00000184012	TMPRSS2	66811	1
34216	ENSG00000232806	AP001610.3	3833	0
34217	ENSG00000223400	AP006748.1	5184	0
34218	ENSG00000286027	AP006748.2	2412	1
34219	ENSG00000227702	LINC00111	18155	0
34220	ENSG00000236384	LINC00479	4255	0
34221	ENSG00000232401	LINC00112	2169	0
34222	ENSG00000183421	RIPK4	27720	1
34223	ENSG00000236883	AP001615.1	1935	0
34224	ENSG00000141956	PRDM15	81257	1
34225	ENSG00000236545	AP001619.2	1421	0
34226	ENSG00000227698	AP001619.1	2857	1
34227	ENSG00000157617	C2CD2	68906	1
34228	ENSG00000173276	ZBTB21	23556	0.5
34229	ENSG00000237232	ZNF295-AS1	45936	0
34230	ENSG00000177398	UMODL1	80494	1
34231	ENSG00000184385	UMODL1-AS1	6400	1
34232	ENSG00000160179	ABCG1	97555	1
34233	ENSG00000160180	TFF3	3984	1
34234	ENSG00000160181	TFF2	4640	1
34235	ENSG00000160182	TFF1	4253	1
34236	ENSG00000160183	TMPRSS3	24254	1
34237	ENSG00000160185	UBASH3A	44237	1
34238	ENSG00000160188	RSPH1	23760	1
34239	ENSG00000160190	SLC37A1	85432	1
34240	ENSG00000239930	AP001625.3	904	1
34241	ENSG00000231867	AP001625.1	1037	1
34242	ENSG00000235772	AP001625.2	1560	0
34243	ENSG00000225431	LINC01671	15778	0
34244	ENSG00000235023	AP001626.1	2973	0
34245	ENSG00000160191	PDE9A	121888	1
34246	ENSG00000225731	AP001627.1	8164	0
34247	ENSG00000283051	LINC01668	2175	0
34248	ENSG00000233754	AP001628.2	1155	0
34249	ENSG00000225218	AP001628.1	5437	0
34250	ENSG00000160193	WDR4	36474	1
34251	ENSG00000160194	NDUFV3	33660	0
34252	ENSG00000233056	ERVH48-1	8843	0
34253	ENSG00000224100	AP001630.1	724	0
34254	ENSG00000160199	PKNOX1	59421	1
34255	ENSG00000160200	CBS	23752	1
34256	ENSG00000160201	U2AF1	14631	0.5
34257	ENSG00000286549	AP001631.2	60704	1
34258	ENSG00000236663	FRGCA	569	0
34259	ENSG00000228120	AP001631.1	3211	0
34260	ENSG00000160202	CRYAA	3797	0
34261	ENSG00000237864	LINC00322	9622	0
34262	ENSG00000237989	LINC01679	4202	0
34263	ENSG00000225637	AP001046.1	3234	0
34264	ENSG00000142178	SIK1	12648	1
34265	ENSG00000188660	LINC00319	7301	0
34266	ENSG00000185186	LINC00313	17574	0
34267	ENSG00000223975	AP001048.1	1989	0
34268	ENSG00000160207	HSF2BP	130302	1
34269	ENSG00000234289	H2BFS	466	1
34270	ENSG00000160208	RRP1B	36519	1
34271	ENSG00000160209	PDXK	43213	1
34272	ENSG00000287507	AP001053.1	3346	1
34273	ENSG00000160213	CSTB	3934	0.5
34274	ENSG00000160214	RRP1	15780	0.5
34275	ENSG00000215458	AATBC	6809	0
34276	ENSG00000160216	AGPAT3	122369	0.5
34277	ENSG00000160218	TRAPPC10	94243	0.5
34278	ENSG00000241945	PWP2	23808	0.5
34279	ENSG00000160221	GATD3A	76504	0
34280	ENSG00000225331	LINC01678	1336	0
34281	ENSG00000285413	AP001056.2	22169	1
34282	ENSG00000237604	AP001056.1	964	0
34283	ENSG00000232124	AP001057.1	6797	0
34284	ENSG00000160223	ICOSLG	23952	1
34285	ENSG00000278158	AP001059.3	234	0
34286	ENSG00000275799	AP001059.2	448	0
34287	ENSG00000142182	DNMT3L	15877	1
34288	ENSG00000232010	AP001059.1	707	0
34289	ENSG00000160224	AIRE	12810	1
34290	ENSG00000141959	PFKL	27325	1
34291	ENSG00000241728	AP001062.3	1277	1
34292	ENSG00000160226	CFAP410	10458	0.5
34293	ENSG00000184441	AP001062.1	4617	0
34294	ENSG00000232969	AP001062.2	1094	0
34295	ENSG00000260256	AP001063.1	528	0
34296	ENSG00000142185	TRPM2	92918	1
34297	ENSG00000230061	TRPM2-AS	10684	0
34298	ENSG00000229356	LRRC3-DT	4298	0
34299	ENSG00000160233	LRRC3	6686	1
34300	ENSG00000274225	AP001065.3	643	0
34301	ENSG00000228709	LINC02575	4711	0
34302	ENSG00000277352	AP001065.4	645	0
34303	ENSG00000175894	TSPEAR	213679	1
34304	ENSG00000235890	TSPEAR-AS1	9768	0
34305	ENSG00000182912	TSPEAR-AS2	8736	0
34306	ENSG00000287088	AP001066.1	2973	1
34307	ENSG00000215455	KRTAP10-1	1214	1
34308	ENSG00000205445	KRTAP10-2	1148	1
34309	ENSG00000212935	KRTAP10-3	1005	1
34310	ENSG00000215454	KRTAP10-4	64560	1
34311	ENSG00000241123	KRTAP10-5	1149	1
34312	ENSG00000188155	KRTAP10-6	1237	1
34313	ENSG00000272804	KRTAP10-7	1577	1
34314	ENSG00000187766	KRTAP10-8	875	1
34315	ENSG00000221837	KRTAP10-9	1285	1
34316	ENSG00000221859	KRTAP10-10	1099	1
34317	ENSG00000243489	KRTAP10-11	1236	1
34318	ENSG00000212933	KRTAP12-4	446	1
34319	ENSG00000205439	KRTAP12-3	409	1
34320	ENSG00000221864	KRTAP12-2	738	1
34321	ENSG00000187175	KRTAP12-1	587	1
34322	ENSG00000189169	KRTAP10-12	872	1
34323	ENSG00000184787	UBE2G2	33246	0.5
34324	ENSG00000236519	LINC01424	2140	0
34325	ENSG00000184900	SUMO3	13162	0.5
34326	ENSG00000183255	PTTG1IP	24318	1
34327	ENSG00000160255	ITGB2	46036	1
34328	ENSG00000227039	ITGB2-AS1	8627	0
34329	ENSG00000273027	AL844908.2	459	1
34330	ENSG00000183250	LINC01547	7123	0
34331	ENSG00000272825	AL844908.1	651	0
34332	ENSG00000160256	FAM207A	36977	1
34333	ENSG00000276529	AP001505.1	442	0
34334	ENSG00000234880	LINC00163	4222	0
34335	ENSG00000261706	LINC00165	823	0
34336	ENSG00000275874	PICSAR	5519	0
34337	ENSG00000197381	ADARB1	152707	1
34338	ENSG00000267857	AL133499.1	607	0
34339	ENSG00000182586	LINC00334	30240	0
34340	ENSG00000186866	POFUT2	23970	1
34341	ENSG00000223768	LINC00205	9756	0
34342	ENSG00000286262	BX322557.2	3035	1
34343	ENSG00000184274	LINC00315	5012	0
34344	ENSG00000229382	BX322557.1	1958	0
34345	ENSG00000237664	LINC00316	3400	0
34346	ENSG00000228355	BX322559.1	1434	0
34347	ENSG00000273796	BX322562.1	560	0
34348	ENSG00000182871	COL18A1	108555	1
34349	ENSG00000224574	COL18A1-AS2	2679	0
34350	ENSG00000183535	COL18A1-AS1	5354	0
34351	ENSG00000173638	SLC19A1	79793	1
34352	ENSG00000233922	LINC01694	9434	0
34353	ENSG00000286082	AL133493.1	29311	1
34354	ENSG00000286594	AL133493.2	1808	1
34355	ENSG00000183570	PCBP3	298760	1
34356	ENSG00000275139	AL133492.1	3954	0
34357	ENSG00000205424	AL592528.1	10026	0
34358	ENSG00000286886	AJ011931.2	26808	1
34359	ENSG00000276633	AJ011931.1	2491	1
34360	ENSG00000280604	AJ239328.1	5187	1
34361	ENSG00000274248	AJ011932.1	464	0
34362	ENSG00000142156	COL6A1	23313	1
34363	ENSG00000224413	AP001476.1	2755	0
34364	ENSG00000228235	AP001476.3	509	0
34365	ENSG00000226115	AP001476.2	1051	0
34366	ENSG00000227438	AP001471.1	4266	0
34367	ENSG00000142173	COL6A2	34752	1
34368	ENSG00000160282	FTCD	19317	1
34369	ENSG00000237338	FTCD-AS1	1033	0
34370	ENSG00000160284	SPATC1L	23328	1
34371	ENSG00000228404	AP001468.1	3862	0
34372	ENSG00000160285	LSS	40683	0.5
34373	ENSG00000223901	AP001469.1	5095	0
34374	ENSG00000215424	MCM3AP-AS1	30194	0
34375	ENSG00000160294	MCM3AP	51164	0.5
34376	ENSG00000228137	AP001469.2	792	0
34377	ENSG00000239415	AP001469.3	2584	0
34378	ENSG00000182362	YBEY	11409	1
34379	ENSG00000160298	C21orf58	23694	1
34380	ENSG00000160299	PCNT	121628	1
34381	ENSG00000286224	AP000471.1	203	1
34382	ENSG00000160305	DIP2A	111124	1
34383	ENSG00000223692	DIP2A-IT1	6835	1
34384	ENSG00000160307	S100B	6604	1
34385	ENSG00000160310	PRMT2	29529	1
34386	ENSG00000279973	CU104787.1	1756	0
34387	ENSG00000280341	AP000542.3	6113	0
34388	ENSG00000279442	AP000542.2	6178	0
34389	ENSG00000130538	OR11H1	980	1
34390	ENSG00000233408	AP000534.1	3117	0
34391	ENSG00000230471	AP000532.2	3974	0
34392	ENSG00000198062	POTEH	31605	1
34393	ENSG00000236666	POTEH-AS1	4042	0
34394	ENSG00000225255	AP000527.1	31667	0
34395	ENSG00000206195	DUXAP8	45025	1
34396	ENSG00000272872	AP000525.1	693	1
34397	ENSG00000233866	AC145543.1	1079	0
34398	ENSG00000273362	AP000547.2	6178	0
34399	ENSG00000198445	CCT8L2	2059	1
34400	ENSG00000287285	AP000547.4	7215	1
34401	ENSG00000283633	AP000547.3	13200	1
34402	ENSG00000267338	AP000365.1	944	0
34403	ENSG00000189295	ANKRD62P1-PARP4P3	21474	1
34404	ENSG00000288024	AC005301.2	22689	1
34405	ENSG00000235343	LINC01665	2017	0
34406	ENSG00000172967	XKR3	38287	1
34407	ENSG00000237689	AC007064.2	1648	0
34408	ENSG00000230481	IGKV1OR22-5	477	0
34409	ENSG00000253691	IGKV2OR22-4	746	0
34410	ENSG00000253460	IGKV2OR22-3	730	0
34411	ENSG00000254264	IGKV3OR22-2	492	0
34412	ENSG00000253481	IGKV1OR22-1	482	0
34413	ENSG00000215568	GAB4	46286	1
34414	ENSG00000273203	AC006946.2	2854	0
34415	ENSG00000273442	AC006946.3	755	0
34416	ENSG00000177663	IL17RA	30740	1
34417	ENSG00000183307	TMEM121B	5070	1
34418	ENSG00000235478	LINC01664	10544	0
34419	ENSG00000069998	HDHD5	27776	0
34420	ENSG00000185837	HDHD5-AS1	6061	0
34421	ENSG00000093072	ADA2	79445	1
34422	ENSG00000241832	CECR3	9874	0
34423	ENSG00000099954	CECR2	198200	1
34424	ENSG00000286195	AC007666.2	48564	1
34425	ENSG00000182902	SLC25A18	27545	0
34426	ENSG00000236754	AC007666.1	9035	0
34427	ENSG00000131100	ATP6V1E1	36613	0.5
34428	ENSG00000099968	BCL2L13	102000	0
34429	ENSG00000015475	BID	40632	0
34430	ENSG00000269220	LINC00528	2159	0
34431	ENSG00000243156	MICAL3	236912	1
34432	ENSG00000286990	AC016026.2	1313	1
34433	ENSG00000235445	AC016027.3	414	1
34434	ENSG00000234913	AC016027.2	3038	1
34435	ENSG00000235295	LINC01634	8583	0
34436	ENSG00000225335	AC016027.1	2357	0
34437	ENSG00000215193	PEX26	53218	0.5
34438	ENSG00000183785	TUBA8	36223	1
34439	ENSG00000280007	AC008079.1	20395	0
34440	ENSG00000184979	USP18	27227	1
34441	ENSG00000187979	FAM230D	27877	0
34442	ENSG00000274044	FAM230J	29285	0
34443	ENSG00000276874	AC011718.1	1583	0
34444	ENSG00000277870	FAM230A	78350	0
34445	ENSG00000277017	AC023490.2	4248	0
34446	ENSG00000278044	AC023490.4	10393	0
34447	ENSG00000274252	GGTLC3	1817	1
34448	ENSG00000278558	TMEM191B	2771	1
34449	ENSG00000275793	RIMBP3	6104	1
34450	ENSG00000286175	AC023490.5	698	1
34451	ENSG00000182824	FAM230E	23992	0
34452	ENSG00000276095	FAM230F	20864	0
34453	ENSG00000279987	AC008103.1	1180	1
34454	ENSG00000183628	DGCR6	8210	1
34455	ENSG00000100033	PRODH	23776	0
34456	ENSG00000284294	AC007326.5	11330	1
34457	ENSG00000280418	AC007326.2	7578	0
34458	ENSG00000273032	DGCR9	60717	0
34459	ENSG00000273164	DGCR10	494	1
34460	ENSG00000070413	DGCR2	86172	0.5
34461	ENSG00000273311	DGCR11	2213	1
34462	ENSG00000281530	AC004461.2	802	1
34463	ENSG00000223461	AC004471.1	2974	0
34464	ENSG00000272682	AC004471.2	4140	0
34465	ENSG00000100056	ESS2	14405	0.5
34466	ENSG00000206203	TSSK2	1314	1
34467	ENSG00000063515	GSC2	1707	1
34468	ENSG00000260924	LINC01311	1444	0
34469	ENSG00000100075	SLC25A1	3158	0
34470	ENSG00000070371	CLTCL1	112246	1
34471	ENSG00000286367	AC000072.1	3681	1
34472	ENSG00000287146	AC000085.1	36932	1
34473	ENSG00000100084	HIRA	116752	1
34474	ENSG00000242259	C22orf39	96864	1
34475	ENSG00000185608	MRPL40	4173	0
34476	ENSG00000185065	AC000068.1	2212	0
34477	ENSG00000070010	UFD1	29291	0.5
34478	ENSG00000273300	AC000068.3	426	0
34479	ENSG00000273212	AC000068.2	459	0
34480	ENSG00000093009	CDC45	41155	1
34481	ENSG00000287652	AC000082.1	2197	1
34482	ENSG00000184113	CLDN5	4521	1
34483	ENSG00000281548	LINC00895	1636	0
34484	ENSG00000225007	AC000067.1	532	0
34485	ENSG00000184702	SEPTIN5	9721	1
34486	ENSG00000203618	GP1BB	1826	1
34487	ENSG00000184058	TBX1	26890	1
34488	ENSG00000185838	GNB1L	71716	1
34489	ENSG00000215012	RTL10	8758	0.5
34490	ENSG00000184470	TXNRD2	66303	0
34491	ENSG00000093010	COMT	28368	0
34492	ENSG00000099889	ARVCF	46927	1
34493	ENSG00000183597	TANGO2	50150	0.5
34494	ENSG00000236540	AC006547.1	12539	0
34495	ENSG00000268292	AC006547.3	1153	0
34496	ENSG00000128191	DGCR8	31645	1
34497	ENSG00000243762	AC006547.2	1054	0
34498	ENSG00000099899	TRMT2A	5517	0.5
34499	ENSG00000099901	RANBP1	11417	0.5
34500	ENSG00000099904	ZDHHC8	18551	0.5
34501	ENSG00000234409	CCDC188	2639	1
34502	ENSG00000249923	AC007663.2	6189	0
34503	ENSG00000236499	LINC00896	2127	0
34504	ENSG00000040608	RTN4R	41831	1
34505	ENSG00000128185	DGCR6L	5842	0.5
34506	ENSG00000273343	AC007663.4	630	1
34507	ENSG00000273139	AC007663.3	464	0
34508	ENSG00000188280	FAM230G	15567	0
34509	ENSG00000235578	AC007731.2	1162	0
34510	ENSG00000287446	AC007731.5	5629	1
34511	ENSG00000161133	USP41	40180	1
34512	ENSG00000185252	ZNF74	14346	1
34513	ENSG00000244486	SCARF2	13011	1
34514	ENSG00000099910	KLHL22	54325	1
34515	ENSG00000099917	MED15	91719	1
34516	ENSG00000236003	AC007731.3	1800	0
34517	ENSG00000241973	PI4KA	151726	0.5
34518	ENSG00000099937	SERPIND1	13607	1
34519	ENSG00000099940	SNAP29	32207	0.5
34520	ENSG00000272600	AC007308.1	2008	0
34521	ENSG00000099942	CRKL	36340	0.5
34522	ENSG00000237476	LINC01637	7587	0
34523	ENSG00000183773	AIFM3	16252	0
34524	ENSG00000272829	AC002470.1	394	0
34525	ENSG00000099949	LZTR1	16763	0.5
34526	ENSG00000184436	THAP7	3092	0.5
34527	ENSG00000230513	THAP7-AS1	8456	0
34528	ENSG00000099957	P2RX6	19022	1
34529	ENSG00000099960	SLC7A4	4122	1
34530	ENSG00000226872	AC002472.1	12763	0
34531	ENSG00000187905	LRRC74B	18208	1
34532	ENSG00000197210	AP000550.1	9844	0
34533	ENSG00000215498	FAM230B	24398	1
34534	ENSG00000234503	AP000550.2	1983	0
34535	ENSG00000133475	GGT2	19664	1
34536	ENSG00000206142	FAM230H	24052	0
34537	ENSG00000237407	AP000552.2	1984	0
34538	ENSG00000279920	LINC01651	3504	0
34539	ENSG00000286102	AP000552.4	698	1
34540	ENSG00000274600	RIMBP3B	6104	1
34541	ENSG00000169635	HIC2	34092	1
34542	ENSG00000206140	TMEM191C	4846	1
34543	ENSG00000183246	RIMBP3C	6104	1
34544	ENSG00000185651	UBE2L3	74587	0.5
34545	ENSG00000161179	YDJC	1975	1
34546	ENSG00000161180	CCDC116	4613	1
34547	ENSG00000273342	AP000553.3	440	0
34548	ENSG00000128228	SDF2L1	1997	1
34549	ENSG00000272954	AP000553.2	429	1
34550	ENSG00000100023	PPIL2	34006	1
34551	ENSG00000100027	YPEL1	38258	1
34552	ENSG00000286365	AP000553.9	1252	1
34553	ENSG00000286127	AP000553.8	6660	1
34554	ENSG00000100030	MAPK1	113180	0.5
34555	ENSG00000100034	PPM1F	33423	1
34556	ENSG00000224086	AC245452.1	39363	0
34557	ENSG00000100038	TOP3B	25791	1
34558	ENSG00000253239	IGLVI-70	517	0
34559	ENSG00000211637	IGLV4-69	538	0
